,design,design_name,config,runtime,DIEAREA_mm^2,CellPer_mm^2,(Cell/mm^2)/Core_Util,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/openLANE_flow/designs/soc_m1_b1,soc_m1_b1,02-12_09-26,0h53m4s,2.80727,12568.082158110903,41893.607193703014,30.5623,1488.55,35282,0,0,0,0,0,0,13877,118,0,2299973,282187,-1.87,-1.87,-1.87,-5.9,-1.87,-134.4,-144.4,-134.4,-420.98,-132.62,1855154812,35266,35294,5437,5465,0,0,0,35282,285,2,332,525,4104,602,126,9794,5401,5476,60,1220,36104,453,37777,37.216226274655746,26.87,25,2,5,30,1,153.6,153.18,0.4,0,sky130_fd_sc_hd,8,3
